0300002702f080,32,01,0000,0000,000e,0008,05,13,120a100252e8012e84000000,0005001801020300,2
0300002702f080,32,01,0000,0000,000e,0008,05,5c,120a1002c385de5084000000,0005001801020300,2
0300002702f080,32,01,0000,0000,000e,0008,05,dd,120a1002335b1a0d84000000,0005001801020300,2
0300002702f080,32,01,0000,0000,000e,0008,05,05,120a100299a7379584000000,0005001801020300,2
0300002702f080,32,01,0000,0000,000e,0008,05,fc,120a1002401f2b2c84000000,0005001801020300,2
0300002702f080,32,01,0000,0000,000e,0008,05,2f,120a1002f92db8e684000000,0005001801020300,2
0300002702f080,32,01,0000,0000,000e,0008,05,b5,120a10021d72a3ff84000000,0005001801020300,2
0300002702f080,32,01,0000,0000,000e,0008,05,dd,120a10025b88a7ec84000000,0005001801020300,2
0300002702f080,32,01,0000,0000,000e,0008,05,f6,120a1002513da0d484000000,0005001801020300,2
0300002702f080,32,01,0000,0000,000e,0008,05,38,120a10029c86b0a084000000,0005001801020300,2
0300002702f080,32,01,0000,0000,000e,0008,05,63,120a10027c4f9b7e84000000,0005001801020300,2
0300002702f080,32,01,0000,0000,000e,0008,05,64,120a1002731fccba84000000,0005001801020300,2
0300002702f080,32,01,0000,0000,000e,0008,05,c0,120a100223d5163f84000000,0005001801020300,2
0300002702f080,32,01,0000,0000,000e,0008,05,1f,120a1002251b237e84000000,0005001801020300,2
0300002702f080,32,01,0000,0000,000e,0008,05,a5,120a10024b2a025384000000,0005001801020300,2
0300002702f080,32,01,0000,0000,000e,0008,05,7a,120a10020418650e84000000,0005001801020300,2
0300002702f080,32,01,0000,0000,000e,0008,05,5e,120a1002ac7f6a6384000000,0005001801020300,2
0300002702f080,32,01,0000,0000,000e,0008,05,08,120a1002a3b643aa84000000,0005001801020300,2
0300002702f080,32,01,0000,0000,000e,0008,05,ec,120a1002a081e24e84000000,0005001801020300,2
0300002702f080,32,01,0000,0000,000e,0008,05,31,120a10022371831084000000,0005001801020300,2
